"","pm.id","pm.uid","pm.type","ncaa_id","team","season","division","jersey","name","position","height","class","major","hometown","homestate","high_school","previous_school","url","hometown_cleaned","pm.address","pm.state","country","temp","Continent","Region"
"79",458,367,"unknown",115,"Campbell",2024,"I","24","Filipe Matos","M","5'7""","So.",NA,"Riachos"," Portugal","Escola Secundária Artur Gonçalves",NA,"https://www.gocamels.com/sports/mens-soccer/roster/filipe-matos/10590","RIACHOS, PORTUGAL","RIACHOS PORTUGAL",NA,"PORTUGAL","PORTUGAL","Europe","Southern Europe"
"80",496,396,"unknown",587863,"Central Arkansas",2024,"I","01","Javier Ramirez","Goalkeeper","6'1""","Jr.",NA,"Carcaixent"," Spain","Maria Immaculada HS",NA,"https://www.ucasports.com/sports/mens-soccer/roster/javier-ramirez/9904","CARCAIXENT, SPAIN","CARCAIXENT SPAIN",NA,"SPAIN","SPAIN","Europe","Southern Europe"
"81",511,404,"unknown",587863,"Central Arkansas",2024,"I","15","Matheo Francou","Midfielder",NA,"Gr.",NA,"Orleans"," France",NA,"CS Mainvilliers","https://www.ucasports.com/sports/mens-soccer/roster/matheo-francou/9917","ORLEANS, FRANCE","ORLEANS FRANCE",NA,"FRANCE","FRANCE","Europe","Western Europe"
"82",513,406,"unknown",587863,"Central Arkansas",2024,"I","17","Joan Sureda","Defender",NA,"Gr.",NA,"Mallorca"," Spain",NA,"Converse University","https://www.ucasports.com/sports/mens-soccer/roster/joan-sureda/9959","MALLORCA, SPAIN","MALLORCA SPAIN",NA,"SPAIN","SPAIN","Europe","Southern Europe"
"83",516,409,"unknown",587863,"Central Arkansas",2024,"I","20","Pharis Petrica","Midfielder","6'0""","Fr.",NA,"Buerstadt"," Germany",NA,"FC Kaiserlautern U19","https://www.ucasports.com/sports/mens-soccer/roster/pharis-petrica/9926","BUERSTADT, GERMANY","BUERSTADT GERMANY",NA,"GERMANY","GERMANY","Europe","Eastern Europe"
"84",521,412,"unknown",587863,"Central Arkansas",2024,"I","25","Edgar Correia","Defender","6'1""","Jr.",NA,"Famalicao"," Portugal",NA,"IU Indy","https://www.ucasports.com/sports/mens-soccer/roster/edgar-correia/9913","FAMALICAO, PORTUGAL","FAMALICAO PORTUGAL",NA,"PORTUGAL","PORTUGAL","Europe","Southern Europe"
"85",534,420,"unknown",587863,"Central Arkansas",2024,"I","99","Pietro Fontana","Forward","5'11""","Jr.",NA,"Trento"," Italy",NA,"AC Trento","https://www.ucasports.com/sports/mens-soccer/roster/pietro-fontana/9896","TRENTO, ITALY","TRENTO ITALY",NA,"ITALY","ITALY","Europe","Southern Europe"
"86",536,179,"unknown",458,"Charlotte",2024,"I","1","Leonard Stritter","Goalkeeper","6'2""","Jr.",NA,"Frankfurt"," Germany","Carl von Weinberg","Presbyterian","https://www.charlotte49ers.com/sports/mens-soccer/roster/leonard-stritter/11861","FRANKFURT, GERMANY","FRANKFURT GERMANY",NA,"GERMANY","GERMANY","Europe","Eastern Europe"
"87",539,227,"unknown",458,"Charlotte",2024,"I","4","Andreas Evangelou","Defender","6'1""","R-Fr.",NA,"Nicosia"," Cyprus","Pascal Greek School","Omonia Nicosia","https://www.charlotte49ers.com/sports/mens-soccer/roster/andreas-evangelou/11843","NICOSIA, CYPRUS","NICOSIA CYPRUS",NA,"CYPRUS","CYPRUS","Europe","Southern Europe"
"88",540,424,"unknown",458,"Charlotte",2024,"I","5","Lasse Laursen","Defender","6'3""","Sr.",NA,"Silkeborg"," Denmark",NA,"Silkeborg IF Academy","https://www.charlotte49ers.com/sports/mens-soccer/roster/lasse-laursen/11850","SILKEBORG, DENMARK","SILKEBORG DENMARK",NA,"DENMARK","DENMARK","Europe","Northern Europe"
"89",543,427,"unknown",458,"Charlotte",2024,"I","8","Alessandro Negri","Defender","5'10""","R-So.",NA,"Milan"," Italy","AC Milan",NA,"https://www.charlotte49ers.com/sports/mens-soccer/roster/alessandro-negri/11855","MILAN, ITALY","MILAN ITALY",NA,"ITALY","ITALY","Europe","Southern Europe"
"90",544,428,"unknown",458,"Charlotte",2024,"I","9","Brigham Larsen","Forward","6'4""","Sr.",NA,"Oslo"," Norway","Norweigan School of Sports","Winthrop","https://www.charlotte49ers.com/sports/mens-soccer/roster/brigham-larsen/11849","OSLO, NORWAY","OSLO NORWAY",NA,"NORWAY","NORWAY","Europe","Northern Europe"
"91",550,429,"unknown",458,"Charlotte",2024,"I","15","Filip Jauk","Forward","6'5""","Sr.",NA,"Maribor"," Slovenia","Srednja Trgovska Sola Maribor","Florida Atlantic","https://www.charlotte49ers.com/sports/mens-soccer/roster/filip-jauk/11848","MARIBOR, SLOVENIA","MARIBOR SLOVENIA",NA,"SLOVENIA","SLOVENIA","Europe","Southern Europe"
"92",553,431,"unknown",458,"Charlotte",2024,"I","18","Orthodoxos Orthodoxou","Forward","6'1""","Fr.",NA,"Larnaca"," Cyprus","PASCAL English School Larnaca","AEK Lysi","https://www.charlotte49ers.com/sports/mens-soccer/roster/orthodoxos-orthodoxou/11873","LARNACA, CYPRUS","LARNACA CYPRUS",NA,"CYPRUS","CYPRUS","Europe","Southern Europe"
"93",555,188,"unknown",458,"Charlotte",2024,"I","20","Chris Dommer","Forward","5'11""","Jr.",NA,"Copenhagen"," Denmark","Øregård Gymnasium","Pearl River CC","https://www.charlotte49ers.com/sports/mens-soccer/roster/chris-dommer/11868","COPENHAGEN, DENMARK","COPENHAGEN DENMARK",NA,"DENMARK","DENMARK","Europe","Northern Europe"
"94",558,433,"unknown",458,"Charlotte",2024,"I","24","Daire McCarthy","Midfielder","5'10""","Fr.",NA,"Galway"," Ireland",NA,"Kerry FC","https://www.charlotte49ers.com/sports/mens-soccer/roster/daire-mccarthy/11955","GALWAY, IRELAND","GALWAY IRELAND",NA,"IRELAND","IRELAND","Europe","Northern Europe"
"95",565,437,"unknown",458,"Charlotte",2024,"I","32","Elias Arsvoll","Forward","6'4""","Fr.",NA,"Bryne"," Norway","Norwegian School of Sports","Bryne FK","https://www.charlotte49ers.com/sports/mens-soccer/roster/elias-arsvoll/11866","BRYNE, NORWAY","BRYNE NORWAY",NA,"NORWAY","NORWAY","Europe","Northern Europe"
"96",575,445,"unknown",136,"Chicago State",2024,"I","12","Yanis Debbarh","Midfielder","5'11""","Sr.",NA,"Nimes"," France",NA,NA,"https://www.gocsucougars.com/sports/mens-soccer/roster/yanis-debbarh/3298","NIMES, FRANCE","NIMES FRANCE",NA,"FRANCE","FRANCE","Europe","Western Europe"
"97",582,451,"unknown",136,"Chicago State",2024,"I","22","Luka Assaf","Midfielder","6'1""","So.",NA,"Metz"," France",NA,NA,"https://www.gocsucougars.com/sports/mens-soccer/roster/luka-assaf/3293","METZ, FRANCE","METZ FRANCE",NA,"FRANCE","FRANCE","Europe","Western Europe"
"98",590,456,"unknown",136,"Chicago State",2024,"I","32","Donat Juhasz","Defender","6'4""","Sr.",NA,"Törökbálint"," Hungary",NA,NA,"https://www.gocsucougars.com/sports/mens-soccer/roster/donat-juhasz/3303","TÖRÖKBÁLINT, HUNGARY","TÖRÖKBÁLINT HUNGARY",NA,"HUNGARY","HUNGARY","Europe","Eastern Europe"
"99",594,459,"unknown",148,"Cleveland State",2024,"I","0","Lasse Schwieren","Goalkeeper","6'0""","So.",NA,"Cologne"," Germany","Waldorf School Cologne","University of West Alabama","https://www.csuvikings.com/sports/mens-soccer/roster/lasse-schwieren/4138","COLOGNE, GERMANY","COLOGNE GERMANY",NA,"GERMANY","GERMANY","Europe","Eastern Europe"
"100",597,462,"unknown",148,"Cleveland State",2024,"I","3","Uros Jevtic","Defender","6'0""","Jr.",NA,"Belgrade"," Serbia","Third Belgrade",NA,"https://www.csuvikings.com/sports/mens-soccer/roster/uros-jevtic/4125","BELGRADE, SERBIA","BELGRADE SERBIA",NA,"SERBIA","SERBIA","Europe","Southern Europe"
"101",599,464,"unknown",148,"Cleveland State",2024,"I","5","Lennart Heck","Defender","6'2""","Fr.",NA,"Duisburg"," Germany","Mannesmann",NA,"https://www.csuvikings.com/sports/mens-soccer/roster/lennart-heck/4145","DUISBURG, GERMANY","DUISBURG GERMANY",NA,"GERMANY","GERMANY","Europe","Eastern Europe"
"102",600,465,"unknown",148,"Cleveland State",2024,"I","6","Tom Mertz","Midfielder","6'2""","Fr.",NA,"Baden-Wurttemberg"," Germany","Max-Weber-Schule",NA,"https://www.csuvikings.com/sports/mens-soccer/roster/tom-mertz/4143","BADEN WURTTEMBERG, GERMANY","BADEN WURTTEMBERG GERMANY",NA,"GERMANY","GERMANY","Europe","Eastern Europe"
"103",603,468,"unknown",148,"Cleveland State",2024,"I","9","Bojan Kolevski","Forward","5'10""","Gr.",NA,"Skopje"," North Macedonia","Metodi Mitevski Brico",NA,"https://www.csuvikings.com/sports/mens-soccer/roster/bojan-kolevski/4126","SKOPJE, NORTH MACEDONIA","SKOPJE NORTH MACEDONIA",NA,"NORTH MACEDONIA","NORTH MACEDONIA","Europe","Southern Europe"
"104",606,471,"unknown",148,"Cleveland State",2024,"I","13","Tristan Snaer Danielsson","Midfielder","5'7""","Fr.",NA,"Hafnarfjordur"," Iceland","Flensborgarskólinn",NA,"https://www.csuvikings.com/sports/mens-soccer/roster/tristan-snaer-danielsson/4137","HAFNARFJORDUR, ICELAND","HAFNARFJORDUR ICELAND",NA,"ICELAND","ICELAND","Europe","Northern Europe"
"105",607,472,"unknown",148,"Cleveland State",2024,"I","14","Oskar von Esebek","Forward","6'1""","Fr.",NA,"Ratekau"," Germany","Cesar Klein Schule",NA,"https://www.csuvikings.com/sports/mens-soccer/roster/oskar-von-esebek/4163","RATEKAU, GERMANY","RATEKAU GERMANY",NA,"GERMANY","GERMANY","Europe","Eastern Europe"
"106",610,462,"unknown",148,"Cleveland State",2024,"I","17","Djordje Petrovic","Midfielder","6'2""","Fr.",NA,"Belgrade"," Serbia","Second Economic School",NA,"https://www.csuvikings.com/sports/mens-soccer/roster/djordje-petrovic/4162","BELGRADE, SERBIA","BELGRADE SERBIA",NA,"SERBIA","SERBIA","Europe","Southern Europe"
"107",625,484,"unknown",587923,"Coastal Carolina",2024,"I","3","Louis Bock","Defender","6'6""","Jr.",NA,"Niederdonven"," Luxembourg",NA,NA,"https://www.goccusports.com/sports/mens-soccer/roster/louis-bock/19174","NIEDERDONVEN, LUXEMBOURG","NIEDERDONVEN LUXEMBOURG",NA,"LUXEMBOURG","LUXEMBOURG","Europe","Western Europe"
"108",629,488,"unknown",587923,"Coastal Carolina",2024,"I","7","Eythor Kjartansson","Midfielder","6'2""","Jr.",NA,"Vestmannaeyjar"," Iceland","Framhaldsskólinn í Vestmannaeyjum",NA,"https://www.goccusports.com/sports/mens-soccer/roster/eythor-kjartansson/19157","VESTMANNAEYJAR, ICELAND","VESTMANNAEYJAR ICELAND",NA,"ICELAND","ICELAND","Europe","Northern Europe"
"109",630,489,"unknown",587923,"Coastal Carolina",2024,"I","8","Loed Klaasen","Midfielder","6'1""","Jr.",NA,"Aerdenhout"," Netherlands","Caland Lyceum",NA,"https://www.goccusports.com/sports/mens-soccer/roster/loed-klaasen/19163","AERDENHOUT, NETHERLANDS","AERDENHOUT NETHERLANDS",NA,"NETHERLANDS","NETHERLANDS","Europe","Western Europe"
"110",633,492,"unknown",587923,"Coastal Carolina",2024,"I","11","Noe Santos","Forward","6'6""","Sr.",NA,"Kiel"," Germany","RBZ-Wirtschaft-Kiel",NA,"https://www.goccusports.com/sports/mens-soccer/roster/noe-santos/19159","KIEL, GERMANY","KIEL GERMANY",NA,"GERMANY","GERMANY","Europe","Eastern Europe"
"111",636,495,"unknown",587923,"Coastal Carolina",2024,"I","14","Simon Wittmann","Midfielder","6'4""","Sr.",NA,"Ingolstadt"," Germany","Gymnasium Gaimersheim",NA,"https://www.goccusports.com/sports/mens-soccer/roster/simon-wittmann/19161","INGOLSTADT, GERMANY","INGOLSTADT GERMANY",NA,"GERMANY","GERMANY","Europe","Eastern Europe"
"112",638,497,"unknown",587923,"Coastal Carolina",2024,"I","16","Gudjon Stefansson","Forward","6'3""","So.",NA,"Keflavik"," Iceland","Fjolbrautaskoli Suournesja",NA,"https://www.goccusports.com/sports/mens-soccer/roster/gudjon-stefansson/19170","KEFLAVIK, ICELAND","KEFLAVIK ICELAND",NA,"ICELAND","ICELAND","Europe","Northern Europe"
"113",641,500,"unknown",587923,"Coastal Carolina",2024,"I","19","Evan Howard","Forward","6'5""","Jr.",NA,"Newcastle"," England","Kings Priory",NA,"https://www.goccusports.com/sports/mens-soccer/roster/evan-howard/19169","NEWCASTLE, ENGLAND","NEWCASTLE ENGLAND",NA,"ENGLAND","ENGLAND","Europe","Northern Europe"
"114",644,502,"unknown",587923,"Coastal Carolina",2024,"I","22","Robert Valdimarsson","Midfielder","6'3""","So.",NA,"Hafnarfjorour"," Iceland","Flensborg Hafnarfjorour",NA,"https://www.goccusports.com/sports/mens-soccer/roster/robert-valdimarsson/19167","HAFNARFJOROUR, ICELAND","HAFNARFJOROUR ICELAND",NA,"ICELAND","ICELAND","Europe","Northern Europe"
"115",646,8,"unknown",587923,"Coastal Carolina",2024,"I","27","Anton Bjarkason","Forward","5'9""","So.",NA,"Reykjavik"," Iceland","Menntaskolinn",NA,"https://www.goccusports.com/sports/mens-soccer/roster/anton-bjarkason/19171","REYKJAVIK, ICELAND","REYKJAVIK ICELAND",NA,"ICELAND","ICELAND","Europe","Northern Europe"
"116",656,511,"unknown",153,"Colgate",2024,"I","6","Jack Beerling","Midfielder","5'11""","So.","Undeclared","Kent"," England","Beths Grammar",NA,"https://www.colgateathletics.com/sports/mens-soccer/roster/jack-beerling/14843","KENT, ENGLAND","KENT ENGLAND",NA,"ENGLAND","ENGLAND","Europe","Northern Europe"
"117",680,500,"unknown",1014,"College of Charleston",2024,"I","1","Olly Marshall","Goalkeeper","6'0""","Jr.",NA,"Newcastle"," England","John Spence Community",NA,"https://www.cofcsports.com/sports/mens-soccer/roster/olly-marshall/7023","NEWCASTLE, ENGLAND","NEWCASTLE ENGLAND",NA,"ENGLAND","ENGLAND","Europe","Northern Europe"
"118",682,533,"unknown",1014,"College of Charleston",2024,"I","4","Tom Wilson","Defender","6'0""","Sr.",NA,"Carlisle"," England","Carlisle College",NA,"https://www.cofcsports.com/sports/mens-soccer/roster/tom-wilson/7027","CARLISLE, ENGLAND","CARLISLE ENGLAND",NA,"ENGLAND","ENGLAND","Europe","Northern Europe"
"119",683,424,"unknown",1014,"College of Charleston",2024,"I","5","Emil Thyregod","Defender","6'1""","So.",NA,"Silkeborg"," Denmark","Silkeborg IF (NC State)",NA,"https://www.cofcsports.com/sports/mens-soccer/roster/emil-thyregod/7029","SILKEBORG, DENMARK","SILKEBORG DENMARK",NA,"DENMARK","DENMARK","Europe","Northern Europe"
"120",685,534,"unknown",1014,"College of Charleston",2024,"I","7","Adil Iggoute","Forward","6'1""","Gr.",NA,"Reutlingen"," Germany",NA,NA,"https://www.cofcsports.com/sports/mens-soccer/roster/adil-iggoute/7030","REUTLINGEN, GERMANY","REUTLINGEN GERMANY",NA,"GERMANY","GERMANY","Europe","Eastern Europe"
"121",687,292,"unknown",1014,"College of Charleston",2024,"I","9","Chris Elliott","Forward","6'2""","Jr.",NA,"London"," England","Glyn School",NA,"https://www.cofcsports.com/sports/mens-soccer/roster/chris-elliott/7019","LONDON, ENGLAND","LONDON ENGLAND",NA,"ENGLAND","ENGLAND","Europe","Northern Europe"
"122",688,536,"unknown",1014,"College of Charleston",2024,"I","10","Leonardo D'Ambrosio","Midfielder","5'11""","Sr.",NA,"Turin"," Italy",NA,NA,"https://www.cofcsports.com/sports/mens-soccer/roster/leonardo-d-ambrosio/7017","TURIN, ITALY","TURIN ITALY",NA,"ITALY","ITALY","Europe","Southern Europe"
"123",696,292,"unknown",1014,"College of Charleston",2024,"I","19","Ben Bagshaw","Forward","6'0""","Fr.",NA,"London"," England",NA,NA,"https://www.cofcsports.com/sports/mens-soccer/roster/ben-bagshaw/7035","LONDON, ENGLAND","LONDON ENGLAND",NA,"ENGLAND","ENGLAND","Europe","Northern Europe"
"124",698,543,"unknown",1014,"College of Charleston",2024,"I","21","Mikey Saunders","Wing","5'9""","Gr.",NA,"Whitchurch"," England","Testbourne Community School (Belmont)",NA,"https://www.cofcsports.com/sports/mens-soccer/roster/mikey-saunders/7037","WHITCHURCH, ENGLAND","WHITCHURCH ENGLAND",NA,"ENGLAND","ENGLAND","Europe","Northern Europe"
"125",704,544,"unknown",1014,"College of Charleston",2024,"I","27","Stian Bendvold","Forward","6'0""","Fr.",NA,"Begby"," Norway",NA,NA,"https://www.cofcsports.com/sports/mens-soccer/roster/stian-bendvold/7041","BEGBY, NORWAY","BEGBY NORWAY",NA,"NORWAY","NORWAY","Europe","Northern Europe"
"126",708,548,"unknown",1014,"College of Charleston",2024,"I","31","Benjamin Riisgaard","Midfielder",NA,"Fr.",NA,"Roskilde"," Denmark",NA,NA,"https://www.cofcsports.com/sports/mens-soccer/roster/benjamin-riisgaard/7050","ROSKILDE, DENMARK","ROSKILDE DENMARK",NA,"DENMARK","DENMARK","Europe","Northern Europe"
"127",718,557,"unknown",158,"Columbia",2024,"I","9","Christoph Kuttner","Forward","6'3""","Jr.",NA,"Prague"," Czech Republic","International School of Prague / Radford",NA,"https://www.gocolumbialions.com/sports/mens-soccer/roster/christoph-kuttner/20433","PRAGUE, CZECH REPUBLIC","PRAGUE CZECH REPUBLIC",NA,"THE CZECH REPUBLIC","CZECH REPUBLIC","Europe","Eastern Europe"
"128",729,462,"unknown",158,"Columbia",2024,"I","21","Luka Peric","Forward","6'3""","FY",NA,"Belgrade"," Serbia","Western Reserve Academy",NA,"https://www.gocolumbialions.com/sports/mens-soccer/roster/luka-peric/20559","BELGRADE, SERBIA","BELGRADE SERBIA",NA,"SERBIA","SERBIA","Europe","Southern Europe"
"129",749,576,"unknown",167,"Cornell",2024,"I","11","Balazs Feher","Midfielder","5'8""","So.",NA,"Budapest"," Hungary","Budapest Fazekas Mihály High School",NA,"https://www.cornellbigred.com/sports/mens-soccer/roster/balazs-feher/77389","BUDAPEST, HUNGARY","BUDAPEST HUNGARY",NA,"HUNGARY","HUNGARY","Europe","Eastern Europe"
"130",753,580,"unknown",167,"Cornell",2024,"I","15","Jon Snider","Forward","6'3""","So.",NA,"Reykjavík"," Iceland","Commercial College of Iceland",NA,"https://www.cornellbigred.com/sports/mens-soccer/roster/jon-snider/77435","REYKJAVÍK, ICELAND","REYKJAVÍK ICELAND",NA,"ICELAND","ICELAND","Europe","Northern Europe"
"131",757,582,"unknown",167,"Cornell",2024,"I","19","Danny Lokko","Forward","6'1""","Sr.",NA,"Chester"," United Kingdom","King's School Chester",NA,"https://www.cornellbigred.com/sports/mens-soccer/roster/danny-lokko/77425","CHESTER, UNITED KINGDOM","CHESTER UNITED KINGDOM",NA,"ENGLAND","UNITED KINGDOM","Europe","Northern Europe"
"132",765,431,"unknown",167,"Cornell",2024,"I","28","Giorgos Diakos","Forward","5'8""","Jr.",NA,"Larnaca"," Cyprus","Vergina lyceum",NA,"https://www.cornellbigred.com/sports/mens-soccer/roster/giorgos-diakos/78472","LARNACA, CYPRUS","LARNACA CYPRUS",NA,"CYPRUS","CYPRUS","Europe","Southern Europe"
"133",777,462,"unknown",169,"Creighton",2024,"I","4","Andrija Savic","Defender","6'3""","So.",NA,"Belgrade"," Serbia","Druga Ekonomska Skola HS",NA,"https://www.gocreighton.com/sports/mens-soccer/roster/andrija-savic/8130","BELGRADE, SERBIA","BELGRADE SERBIA",NA,"SERBIA","SERBIA","Europe","Southern Europe"
"134",778,597,"unknown",169,"Creighton",2024,"I","5","Miguel Ventura","Defender","5'11""","Sr.",NA,"Ponta Delgada"," Portugal","Infante Dona Maria",NA,"https://www.gocreighton.com/sports/mens-soccer/roster/miguel-ventura/8133","PONTA DELGADA, PORTUGAL","PONTA DELGADA PORTUGAL",NA,"PORTUGAL","PORTUGAL","Europe","Southern Europe"
"135",780,598,"unknown",169,"Creighton",2024,"I","7","Miguel Arilla","Midfielder","5'8""","So.",NA,"Castellon"," Spain",NA,"Valencia Mestalla","https://www.gocreighton.com/sports/mens-soccer/roster/miguel-arilla/8114","CASTELLON, SPAIN","CASTELLON SPAIN",NA,"SPAIN","SPAIN","Europe","Southern Europe"
"136",790,462,"unknown",169,"Creighton",2024,"I","17","Gavrilo Civric","Forward","6'1""","Fr.",NA,"Belgrade"," Serbia","Šesta Beogradska Gimnazija",NA,"https://www.gocreighton.com/sports/mens-soccer/roster/gavrilo-civric/8254","BELGRADE, SERBIA","BELGRADE SERBIA",NA,"SERBIA","SERBIA","Europe","Southern Europe"
"137",806,614,"unknown",101,"CSUN",2024,"I","1","Dorian Drucks","Goalkeeper","6'3""","So.",NA,"Essen"," Germany",NA,"California Baptist","https://www.gomatadors.com/sports/mens-soccer/roster/dorian-drucks/6494","ESSEN, GERMANY","ESSEN GERMANY",NA,"GERMANY","GERMANY","Europe","Eastern Europe"
"138",807,125,"unknown",101,"CSUN",2024,"I","2","Matthieu  Mayindu","Defender","6'2""","Sr.",NA,"Paris"," France",NA,"Dodge City CC","https://www.gomatadors.com/sports/mens-soccer/roster/matthieu-mayindu/6475","PARIS, FRANCE","PARIS FRANCE",NA,"FRANCE","FRANCE","Europe","Western Europe"
"139",817,622,"unknown",101,"CSUN",2024,"I","12","Emanuele Susi","Defender","6'2""","Fr.",NA,"Fossacesia"," Italy",NA,"Union Fossacesia Calcio","https://www.gomatadors.com/sports/mens-soccer/roster/emanuele-susi/6497","FOSSACESIA, ITALY","FOSSACESIA ITALY",NA,"ITALY","ITALY","Europe","Southern Europe"
"140",818,125,"unknown",101,"CSUN",2024,"I","13","Matthieu  Fiadjoe","Defender","5'10""","Sr.",NA,"Paris"," France",NA,"Catawaba College","https://www.gomatadors.com/sports/mens-soccer/roster/matthieu-fiadjoe/6470","PARIS, FRANCE","PARIS FRANCE",NA,"FRANCE","FRANCE","Europe","Western Europe"
"141",822,122,"unknown",101,"CSUN",2024,"I","17","Finn Werner","Midfielder","6'3""","Sr.",NA,"Bonn"," Germany",NA,"University of West Florida","https://www.gomatadors.com/sports/mens-soccer/roster/finn-werner/6483","BONN, GERMANY","BONN GERMANY",NA,"GERMANY","GERMANY","Europe","Eastern Europe"
"142",825,628,"unknown",101,"CSUN",2024,"I","21","Tobias  Brücher","Defender","5'8""","Jr.",NA,"Furth"," Germany",NA,"Converse University","https://www.gomatadors.com/sports/mens-soccer/roster/tobias-br-cher/6465","FURTH, GERMANY","FURTH GERMANY",NA,"GERMANY","GERMANY","Europe","Eastern Europe"
"143",828,631,"unknown",101,"CSUN",2024,"I","24","Carlo  Kettig","Midfielder","6'1""","So.",NA,"Friedberg"," Germany",NA,"Rhode Island","https://www.gomatadors.com/sports/mens-soccer/roster/carlo-kettig/6474","FRIEDBERG, GERMANY","FRIEDBERG GERMANY",NA,"GERMANY","GERMANY","Europe","Eastern Europe"
"144",829,632,"unknown",101,"CSUN",2024,"I","25","Jack Sherlock","Forward","5'9""","Fr.",NA,"Nottingham"," England",NA,"Barnsley College","https://www.gomatadors.com/sports/mens-soccer/roster/jack-sherlock/6480","NOTTINGHAM, ENGLAND","NOTTINGHAM ENGLAND",NA,"ENGLAND","ENGLAND","Europe","Northern Europe"
